Tiempo	VE1	VE2	VE3	VE4	VE5
2024-10-07 00:00	0.08	-0.38	-0.41	-0.01	-0.33
2024-10-07 00:15	0.06	-0.38	-0.41	-0.03	-0.33
2024-10-07 00:30	0.04	-0.38	-0.41	-0.05	-0.33
2024-10-07 00:45	0.02	-0.38	-0.41	-0.07	-0.33
2024-10-07 01:00	-0.0	-0.38	-0.41	-0.09	-0.33
2024-10-07 01:15	-0.03	-0.38	-0.41	-0.11	-0.33
2024-10-07 01:30	-0.05	-0.38	-0.41	-0.13	-0.33
2024-10-07 01:45	-0.07	-0.38	-0.41	-0.15	-0.33
2024-10-07 02:00	-0.09	-0.38	-0.41	-0.17	-0.33
2024-10-07 02:15	-0.11	-0.38	-0.41	-0.19	-0.33
2024-10-07 02:30	-0.14	-0.38	-0.41	-0.21	-0.33
2024-10-07 02:45	-0.16	-0.38	-0.41	-0.23	-0.33
2024-10-07 03:00	-0.18	-0.38	-0.41	-0.25	-0.33
2024-10-07 03:15	-0.2	-0.38	-0.41	-0.27	-0.33
2024-10-07 03:30	-0.22	-0.38	-0.41	-0.29	-0.33
2024-10-07 03:45	-0.23	-0.38	-0.41	-0.29	-0.35
2024-10-07 04:00	-0.23	-0.4	-0.41	-0.29	-0.37
2024-10-07 04:15	-0.23	-0.42	-0.41	-0.29	-0.39
2024-10-07 04:30	-0.23	-0.42	-0.44	-0.29	-0.41
2024-10-07 04:45	-0.23	-0.45	-0.44	-0.29	-0.43
2024-10-07 05:00	-0.23	-0.45	-0.46	-0.29	-0.45
2024-10-07 05:15	-0.23	-0.47	-0.46	-0.29	-0.47
2024-10-07 05:30	-0.23	-0.5	-0.48	-0.29	-0.47
2024-10-07 05:45	-0.23	-0.5	-0.51	-0.29	-0.49
2024-10-07 06:00	-0.23	-0.52	-0.51	-0.29	-0.52
2024-10-07 06:15	-0.23	-0.52	-0.53	-0.29	-0.54
2024-10-07 06:30	-0.23	-0.55	-0.55	-0.29	-0.54
2024-10-07 06:45	-0.23	-0.57	-0.55	-0.29	-0.56
2024-10-07 07:00	-0.23	-0.57	-0.58	-0.29	-0.58
2024-10-07 07:15	-0.23	-0.57	-0.6	-0.29	-0.58
2024-10-07 07:30	-0.23	-0.57	-0.63	-0.29	-0.6
2024-10-07 07:45	-0.23	-0.57	-0.65	-0.29	-0.6
2024-10-07 08:00	-0.23	-0.54	-0.65	-0.29	-0.58
2024-10-07 08:15	-0.23	-0.52	-0.65	-0.29	-0.55
2024-10-07 08:30	-0.23	-0.49	-0.65	-0.29	-0.53
2024-10-07 08:45	-0.23	-0.47	-0.65	-0.27	-0.5
2024-10-07 09:00	-0.23	-0.49	-0.65	-0.25	-0.53
2024-10-07 09:15	-0.2	-0.47	-0.65	-0.23	-0.55
2024-10-07 09:30	-0.17	-0.44	-0.65	-0.2	-0.57
2024-10-07 09:45	-0.13	-0.42	-0.65	-0.18	-0.59
2024-10-07 10:00	-0.1	-0.44	-0.65	-0.16	-0.6
2024-10-07 10:15	-0.07	-0.46	-0.65	-0.16	-0.6
2024-10-07 10:30	-0.04	-0.49	-0.62	-0.16	-0.6
2024-10-07 10:45	-0.01	-0.51	-0.58	-0.16	-0.58
2024-10-07 11:00	0.02	-0.54	-0.61	-0.16	-0.55
2024-10-07 11:15	0.05	-0.56	-0.63	-0.16	-0.53
2024-10-07 11:30	0.08	-0.57	-0.63	-0.14	-0.55
2024-10-07 11:45	0.11	-0.57	-0.65	-0.12	-0.57
2024-10-07 12:00	0.09	-0.57	-0.65	-0.1	-0.59
2024-10-07 12:15	0.07	-0.57	-0.65	-0.08	-0.6
2024-10-07 12:30	0.05	-0.57	-0.65	-0.05	-0.6
2024-10-07 12:45	0.08	-0.57	-0.65	-0.03	-0.6
2024-10-07 13:00	0.11	-0.57	-0.65	-0.05	-0.6
2024-10-07 13:15	0.14	-0.57	-0.65	-0.07	-0.6
2024-10-07 13:30	0.17	-0.57	-0.65	-0.09	-0.6
2024-10-07 13:45	0.2	-0.57	-0.65	-0.11	-0.58
2024-10-07 14:00	0.23	-0.57	-0.62	-0.13	-0.55
2024-10-07 14:15	0.23	-0.54	-0.58	-0.11	-0.53
2024-10-07 14:30	0.23	-0.52	-0.55	-0.09	-0.5
2024-10-07 14:45	0.23	-0.49	-0.57	-0.07	-0.48
2024-10-07 15:00	0.23	-0.47	-0.54	-0.05	-0.45
2024-10-07 15:15	0.23	-0.44	-0.5	-0.03	-0.43
2024-10-07 15:30	0.26	-0.42	-0.47	-0.01	-0.4
2024-10-07 15:45	0.29	-0.42	-0.43	-0.01	-0.38
2024-10-07 16:00	0.33	-0.42	-0.4	-0.01	-0.36
2024-10-07 16:15	0.36	-0.42	-0.36	0.02	-0.33
2024-10-07 16:30	0.39	-0.42	-0.33	0.04	-0.31
2024-10-07 16:45	0.42	-0.42	-0.29	0.06	-0.33
2024-10-07 17:00	0.4	-0.42	-0.31	0.08	-0.33
2024-10-07 17:15	0.37	-0.42	-0.34	0.1	-0.33
2024-10-07 17:30	0.35	-0.42	-0.34	0.12	-0.35
2024-10-07 17:45	0.38	-0.42	-0.36	0.1	-0.35
2024-10-07 18:00	0.41	-0.42	-0.36	0.08	-0.37
2024-10-07 18:15	0.45	-0.42	-0.39	0.1	-0.39
2024-10-07 18:30	0.48	-0.42	-0.41	0.13	-0.41
2024-10-07 18:45	0.45	-0.42	-0.43	0.15	-0.41
2024-10-07 19:00	0.43	-0.42	-0.43	0.17	-0.43
2024-10-07 19:15	0.41	-0.42	-0.43	0.19	-0.45
2024-10-07 19:30	0.39	-0.42	-0.46	0.21	-0.45
2024-10-07 19:45	0.37	-0.39	-0.46	0.23	-0.47
2024-10-07 20:00	0.34	-0.37	-0.48	0.25	-0.47
2024-10-07 20:15	0.32	-0.34	-0.48	0.28	-0.49
2024-10-07 20:30	0.3	-0.32	-0.5	0.3	-0.49
2024-10-07 20:45	0.28	-0.29	-0.5	0.28	-0.49
2024-10-07 21:00	0.26	-0.27	-0.5	0.26	-0.49
2024-10-07 21:15	0.23	-0.27	-0.5	0.24	-0.49
2024-10-07 21:30	0.21	-0.27	-0.5	0.22	-0.49
2024-10-07 21:45	0.19	-0.27	-0.5	0.2	-0.49
2024-10-07 22:00	0.17	-0.27	-0.5	0.18	-0.49
2024-10-07 22:15	0.15	-0.27	-0.5	0.16	-0.49
2024-10-07 22:30	0.12	-0.27	-0.5	0.13	-0.49
2024-10-07 22:45	0.1	-0.27	-0.5	0.11	-0.49
2024-10-07 23:00	0.08	-0.27	-0.5	0.09	-0.49
2024-10-07 23:15	0.06	-0.27	-0.5	0.07	-0.49
2024-10-07 23:30	0.04	-0.27	-0.5	0.05	-0.49
2024-10-07 23:45	0.01	-0.27	-0.5	0.03	-0.49
2024-10-08 00:00	-0.01	-0.27	-0.5	0.01	-0.49
2024-10-08 00:15	-0.03	-0.27	-0.5	-0.01	-0.49
2024-10-08 00:30	-0.05	-0.27	-0.5	-0.03	-0.49
2024-10-08 00:45	-0.07	-0.27	-0.5	-0.05	-0.49
2024-10-08 01:00	-0.09	-0.27	-0.5	-0.07	-0.49
2024-10-08 01:15	-0.12	-0.27	-0.5	-0.09	-0.49
2024-10-08 01:30	-0.14	-0.27	-0.5	-0.11	-0.49
2024-10-08 01:45	-0.16	-0.27	-0.5	-0.13	-0.49
2024-10-08 02:00	-0.18	-0.27	-0.5	-0.15	-0.49
2024-10-08 02:15	-0.2	-0.27	-0.5	-0.17	-0.49
2024-10-08 02:30	-0.23	-0.27	-0.5	-0.19	-0.49
2024-10-08 02:45	-0.23	-0.27	-0.5	-0.21	-0.49
2024-10-08 03:00	-0.23	-0.29	-0.5	-0.23	-0.49
2024-10-08 03:15	-0.23	-0.31	-0.5	-0.25	-0.49
2024-10-08 03:30	-0.23	-0.34	-0.5	-0.27	-0.49
2024-10-08 03:45	-0.23	-0.36	-0.5	-0.29	-0.49
2024-10-08 04:00	-0.23	-0.39	-0.5	-0.29	-0.52
2024-10-08 04:15	-0.23	-0.41	-0.53	-0.29	-0.52
2024-10-08 04:30	-0.23	-0.43	-0.53	-0.29	-0.54
2024-10-08 04:45	-0.23	-0.46	-0.55	-0.29	-0.54
2024-10-08 05:00	-0.23	-0.48	-0.55	-0.29	-0.56
2024-10-08 05:15	-0.23	-0.51	-0.58	-0.29	-0.56
2024-10-08 05:30	-0.23	-0.53	-0.58	-0.29	-0.58
2024-10-08 05:45	-0.23	-0.55	-0.6	-0.29	-0.58
2024-10-08 06:00	-0.23	-0.57	-0.6	-0.29	-0.6
2024-10-08 06:15	-0.23	-0.57	-0.62	-0.29	-0.6
2024-10-08 06:30	-0.23	-0.57	-0.65	-0.29	-0.6
2024-10-08 06:45	-0.23	-0.57	-0.65	-0.29	-0.6
2024-10-08 07:00	-0.23	-0.57	-0.65	-0.29	-0.6
2024-10-08 07:15	-0.23	-0.57	-0.65	-0.29	-0.6
2024-10-08 07:30	-0.23	-0.57	-0.65	-0.29	-0.6
2024-10-08 07:45	-0.23	-0.57	-0.65	-0.29	-0.6
2024-10-08 08:00	-0.23	-0.54	-0.65	-0.29	-0.58
2024-10-08 08:15	-0.23	-0.52	-0.65	-0.29	-0.55
2024-10-08 08:30	-0.23	-0.49	-0.65	-0.29	-0.53
2024-10-08 08:45	-0.23	-0.47	-0.65	-0.27	-0.5
2024-10-08 09:00	-0.23	-0.49	-0.65	-0.25	-0.53
2024-10-08 09:15	-0.2	-0.47	-0.65	-0.23	-0.55
2024-10-08 09:30	-0.17	-0.44	-0.65	-0.2	-0.57
2024-10-08 09:45	-0.13	-0.42	-0.65	-0.18	-0.59
2024-10-08 10:00	-0.1	-0.44	-0.65	-0.16	-0.6
2024-10-08 10:15	-0.07	-0.46	-0.65	-0.14	-0.6
2024-10-08 10:30	-0.04	-0.49	-0.62	-0.12	-0.6
2024-10-08 10:45	-0.01	-0.51	-0.58	-0.1	-0.58
2024-10-08 11:00	0.02	-0.54	-0.61	-0.08	-0.55
2024-10-08 11:15	0.05	-0.56	-0.63	-0.05	-0.53
2024-10-08 11:30	0.08	-0.57	-0.63	-0.03	-0.55
2024-10-08 11:45	0.11	-0.57	-0.65	-0.01	-0.57
2024-10-08 12:00	0.09	-0.57	-0.65	0.01	-0.59
2024-10-08 12:15	0.07	-0.57	-0.65	0.03	-0.6
2024-10-08 12:30	0.05	-0.57	-0.65	0.05	-0.6
2024-10-08 12:45	0.08	-0.57	-0.65	0.08	-0.6
2024-10-08 13:00	0.11	-0.57	-0.65	0.05	-0.6
2024-10-08 13:15	0.14	-0.57	-0.65	0.03	-0.6
2024-10-08 13:30	0.17	-0.57	-0.65	0.01	-0.6
2024-10-08 13:45	0.2	-0.57	-0.65	-0.01	-0.58
2024-10-08 14:00	0.23	-0.57	-0.62	-0.03	-0.55
2024-10-08 14:15	0.26	-0.54	-0.58	-0.01	-0.53
2024-10-08 14:30	0.29	-0.52	-0.55	0.02	-0.5
2024-10-08 14:45	0.33	-0.49	-0.57	0.04	-0.48
2024-10-08 15:00	0.36	-0.47	-0.54	0.06	-0.45
2024-10-08 15:15	0.39	-0.44	-0.5	0.08	-0.43
2024-10-08 15:30	0.42	-0.42	-0.47	0.1	-0.4
2024-10-08 15:45	0.45	-0.39	-0.43	0.12	-0.38
2024-10-08 16:00	0.48	-0.37	-0.4	0.15	-0.36
2024-10-08 16:15	0.51	-0.34	-0.36	0.17	-0.33
2024-10-08 16:30	0.54	-0.32	-0.33	0.19	-0.31
2024-10-08 16:45	0.57	-0.29	-0.29	0.21	-0.33
2024-10-08 17:00	0.55	-0.27	-0.31	0.23	-0.33
2024-10-08 17:15	0.53	-0.24	-0.34	0.25	-0.33
2024-10-08 17:30	0.51	-0.22	-0.34	0.27	-0.35
2024-10-08 17:45	0.54	-0.19	-0.36	0.25	-0.35
2024-10-08 18:00	0.57	-0.16	-0.36	0.23	-0.37
2024-10-08 18:15	0.6	-0.14	-0.39	0.25	-0.39
2024-10-08 18:30	0.63	-0.11	-0.41	0.28	-0.41
2024-10-08 18:45	0.61	-0.09	-0.43	0.3	-0.41
2024-10-08 19:00	0.59	-0.06	-0.43	0.32	-0.43
2024-10-08 19:15	0.56	-0.04	-0.43	0.34	-0.45
2024-10-08 19:30	0.54	-0.01	-0.46	0.36	-0.45
2024-10-08 19:45	0.52	0.01	-0.46	0.38	-0.47
2024-10-08 20:00	0.5	0.04	-0.48	0.41	-0.47
2024-10-08 20:15	0.48	0.06	-0.48	0.43	-0.49
2024-10-08 20:30	0.46	0.09	-0.5	0.45	-0.49
2024-10-08 20:45	0.43	0.11	-0.5	0.43	-0.49
2024-10-08 21:00	0.41	0.14	-0.5	0.41	-0.49
2024-10-08 21:15	0.39	0.14	-0.5	0.39	-0.49
2024-10-08 21:30	0.37	0.14	-0.5	0.37	-0.49
2024-10-08 21:45	0.35	0.14	-0.5	0.35	-0.49
2024-10-08 22:00	0.32	0.14	-0.5	0.33	-0.49
2024-10-08 22:15	0.3	0.14	-0.5	0.31	-0.49
2024-10-08 22:30	0.28	0.14	-0.5	0.29	-0.49
2024-10-08 22:45	0.26	0.14	-0.5	0.26	-0.49
2024-10-08 23:00	0.24	0.14	-0.5	0.24	-0.49
2024-10-08 23:15	0.21	0.14	-0.5	0.22	-0.49
2024-10-08 23:30	0.19	0.14	-0.5	0.2	-0.49
2024-10-08 23:45	0.17	0.14	-0.5	0.18	-0.49
2024-10-09 00:00	0.15	0.14	-0.5	0.16	-0.49
2024-10-09 00:15	0.13	0.14	-0.5	0.14	-0.49
2024-10-09 00:30	0.13	0.11	-0.5	0.12	-0.49
2024-10-09 00:45	0.1	0.11	-0.5	0.1	-0.49
2024-10-09 01:00	0.08	0.09	-0.5	0.1	-0.49
2024-10-09 01:15	0.08	0.07	-0.5	0.08	-0.49
2024-10-09 01:30	0.06	0.07	-0.5	0.06	-0.49
2024-10-09 01:45	0.06	0.04	-0.5	0.04	-0.49
2024-10-09 02:00	0.04	0.02	-0.5	0.04	-0.49
2024-10-09 02:15	0.02	0.02	-0.5	0.02	-0.49
2024-10-09 02:30	0.02	-0.01	-0.5	-0.0	-0.49
2024-10-09 02:45	-0.01	-0.01	-0.5	-0.02	-0.49
2024-10-09 03:00	-0.03	-0.03	-0.5	-0.02	-0.49
2024-10-09 03:15	-0.05	-0.03	-0.5	-0.04	-0.49
2024-10-09 03:30	-0.05	-0.05	-0.5	-0.06	-0.49
2024-10-09 03:45	-0.07	-0.08	-0.5	-0.06	-0.49
2024-10-09 04:00	-0.09	-0.08	-0.5	-0.08	-0.49
2024-10-09 04:15	-0.09	-0.1	-0.5	-0.1	-0.49
2024-10-09 04:30	-0.12	-0.13	-0.5	-0.1	-0.49
2024-10-09 04:45	-0.14	-0.13	-0.5	-0.12	-0.49
2024-10-09 05:00	-0.14	-0.15	-0.5	-0.14	-0.49
2024-10-09 05:15	-0.16	-0.15	-0.5	-0.16	-0.49
2024-10-09 05:30	-0.18	-0.17	-0.5	-0.16	-0.49
2024-10-09 05:45	-0.18	-0.2	-0.5	-0.18	-0.49
2024-10-09 06:00	-0.2	-0.2	-0.5	-0.2	-0.49
2024-10-09 06:15	-0.23	-0.22	-0.5	-0.2	-0.49
2024-10-09 06:30	-0.23	-0.25	-0.5	-0.22	-0.49
2024-10-09 06:45	-0.23	-0.25	-0.5	-0.25	-0.49
2024-10-09 07:00	-0.23	-0.27	-0.5	-0.27	-0.49
2024-10-09 07:15	-0.23	-0.29	-0.5	-0.29	-0.49
2024-10-09 07:30	-0.23	-0.32	-0.5	-0.29	-0.49
2024-10-09 07:45	-0.23	-0.34	-0.5	-0.29	-0.52
2024-10-09 08:00	-0.23	-0.32	-0.53	-0.29	-0.49
2024-10-09 08:15	-0.23	-0.29	-0.55	-0.29	-0.47
2024-10-09 08:30	-0.23	-0.27	-0.58	-0.29	-0.44
2024-10-09 08:45	-0.23	-0.24	-0.6	-0.27	-0.42
2024-10-09 09:00	-0.23	-0.26	-0.6	-0.25	-0.44
2024-10-09 09:15	-0.2	-0.24	-0.62	-0.23	-0.46
2024-10-09 09:30	-0.17	-0.21	-0.65	-0.2	-0.48
2024-10-09 09:45	-0.13	-0.19	-0.65	-0.18	-0.5
2024-10-09 10:00	-0.1	-0.21	-0.65	-0.16	-0.52
2024-10-09 10:15	-0.07	-0.24	-0.65	-0.14	-0.54
2024-10-09 10:30	-0.04	-0.26	-0.62	-0.12	-0.56
2024-10-09 10:45	-0.01	-0.28	-0.58	-0.1	-0.54
2024-10-09 11:00	0.02	-0.31	-0.61	-0.08	-0.51
2024-10-09 11:15	0.05	-0.33	-0.63	-0.05	-0.49
2024-10-09 11:30	0.08	-0.36	-0.63	-0.03	-0.51
2024-10-09 11:45	0.11	-0.38	-0.63	-0.01	-0.53
2024-10-09 12:00	0.09	-0.4	-0.63	0.01	-0.53
2024-10-09 12:15	0.07	-0.43	-0.63	0.03	-0.53
2024-10-09 12:30	0.05	-0.45	-0.63	0.05	-0.53
2024-10-09 12:45	0.08	-0.48	-0.63	0.08	-0.55
2024-10-09 13:00	0.11	-0.5	-0.63	0.05	-0.55
2024-10-09 13:15	0.14	-0.52	-0.63	0.03	-0.55
2024-10-09 13:30	0.17	-0.55	-0.63	0.01	-0.55
2024-10-09 13:45	0.2	-0.57	-0.63	-0.01	-0.53
2024-10-09 14:00	0.23	-0.57	-0.59	-0.03	-0.5
2024-10-09 14:15	0.26	-0.54	-0.56	-0.01	-0.48
2024-10-09 14:30	0.29	-0.52	-0.52	0.02	-0.45
2024-10-09 14:45	0.33	-0.49	-0.55	0.04	-0.43
2024-10-09 15:00	0.36	-0.47	-0.51	0.06	-0.4
2024-10-09 15:15	0.39	-0.44	-0.48	0.08	-0.38
2024-10-09 15:30	0.42	-0.42	-0.44	0.1	-0.35
2024-10-09 15:45	0.45	-0.39	-0.41	0.12	-0.33
2024-10-09 16:00	0.48	-0.37	-0.37	0.15	-0.3
2024-10-09 16:15	0.51	-0.34	-0.34	0.17	-0.28
2024-10-09 16:30	0.54	-0.32	-0.3	0.19	-0.25
2024-10-09 16:45	0.57	-0.29	-0.27	0.21	-0.27
2024-10-09 17:00	0.55	-0.27	-0.29	0.23	-0.27
2024-10-09 17:15	0.53	-0.24	-0.29	0.25	-0.3
2024-10-09 17:30	0.51	-0.22	-0.32	0.27	-0.3
2024-10-09 17:45	0.54	-0.19	-0.32	0.25	-0.32
2024-10-09 18:00	0.57	-0.16	-0.34	0.23	-0.32
2024-10-09 18:15	0.6	-0.14	-0.36	0.25	-0.34
2024-10-09 18:30	0.63	-0.11	-0.39	0.28	-0.36
2024-10-09 18:45	0.61	-0.09	-0.39	0.3	-0.38
2024-10-09 19:00	0.59	-0.06	-0.39	0.32	-0.4
2024-10-09 19:15	0.56	-0.04	-0.41	0.34	-0.4
2024-10-09 19:30	0.54	-0.01	-0.41	0.36	-0.42
2024-10-09 19:45	0.52	0.01	-0.43	0.38	-0.42
2024-10-09 20:00	0.5	0.04	-0.43	0.41	-0.44
2024-10-09 20:15	0.48	0.06	-0.46	0.43	-0.44
2024-10-09 20:30	0.46	0.09	-0.46	0.45	-0.46
2024-10-09 20:45	0.43	0.11	-0.46	0.43	-0.46
2024-10-09 21:00	0.41	0.14	-0.46	0.41	-0.46
2024-10-09 21:15	0.39	0.14	-0.46	0.39	-0.46
2024-10-09 21:30	0.37	0.14	-0.46	0.37	-0.46
2024-10-09 21:45	0.35	0.14	-0.46	0.35	-0.46
2024-10-09 22:00	0.32	0.14	-0.46	0.33	-0.46
2024-10-09 22:15	0.3	0.14	-0.46	0.31	-0.46
2024-10-09 22:30	0.28	0.14	-0.46	0.29	-0.46
2024-10-09 22:45	0.26	0.14	-0.46	0.26	-0.46
2024-10-09 23:00	0.24	0.14	-0.46	0.24	-0.46
2024-10-09 23:15	0.21	0.14	-0.46	0.22	-0.46
